2.09822233333333, 0, 1
2.23743408333333, 1, 1
2.237434125, 0, 1
2.23743416666667, 1, 1
2.23743420833333, 0, 1
2.23743425, 1, 1
2.23743429166667, 0, 1
2.23743433333333, 1, 1
2.237434375, 0, 1
2.23743441666667, 1, 1
2.23743445833333, 0, 1
2.23743454166667, 1, 1
2.23743458333333, 0, 1
2.237434625, 1, 1
2.23743466666667, 0, 1
2.23743470833333, 1, 1
2.23743475, 0, 1
2.23743479166667, 1, 1
2.23743483333333, 0, 1
2.237434875, 1, 1
2.23743491666667, 0, 1
2.23743495833333, 1, 1
2.237435, 0, 1
2.23743504166667, 1, 1
2.23743508333333, 0, 1
2.237435125, 1, 1
2.23743516666667, 0, 1
2.23743520833333, 1, 1
2.23743525, 0, 1
2.23743529166667, 1, 1
2.23743533333333, 0, 1
2.237435375, 1, 1
2.23743541666667, 0, 1
2.23743545833333, 1, 1
2.2374355, 0, 1
2.23743558333333, 1, 1
2.237435625, 0, 1
2.23743566666667, 1, 1
2.23743570833333, 0, 1
2.23743575, 1, 1
2.23743579166667, 0, 1
2.23743583333333, 1, 1
2.237435875, 0, 1
2.23743591666667, 1, 1
2.23743595833333, 0, 1
2.237436, 1, 1
2.23743604166667, 0, 1
2.23743608333333, 1, 1
2.237436125, 0, 1
2.23743616666667, 1, 1
2.23743620833333, 0, 1
2.23743625, 1, 1
2.23743629166667, 0, 1
2.23743633333333, 1, 1
2.237436375, 0, 1
2.23743641666667, 1, 1
2.23743645833333, 0, 1
2.23743654166667, 1, 1
2.23743658333333, 0, 1
2.237436625, 1, 1
2.23743666666667, 0, 1
2.23743670833333, 1, 1
2.23743675, 0, 1
2.23743679166667, 1, 1
2.23743683333333, 0, 1
2.237436875, 1, 1
2.23743691666667, 0, 1
2.23743695833333, 1, 1
2.237437, 0, 1
2.23743704166667, 1, 1
2.23743708333333, 0, 1
2.237437125, 1, 1
2.23743716666667, 0, 1
2.23743720833333, 1, 1
2.23743725, 0, 1
2.23743729166667, 1, 1
2.23743733333333, 0, 1
2.237437375, 1, 1
2.23743741666667, 0, 1
2.23743745833333, 1, 1
2.2374375, 0, 1
2.23743758333333, 1, 1
2.237437625, 0, 1
2.23743766666667, 1, 1
2.23743770833333, 0, 1
2.23743775, 1, 1
2.23743779166667, 0, 1
2.23743783333333, 1, 1
